35,081026
35,071526
34,781394
35,046641
34,980277
35,000113
35,163308
35,119975
35,110623
35,077927
23,984648
24,019830
23,850935
23,919036
23,932793
24,267704
24,075212
23,947462
23,976343
24,195204
23,596733
23,625951
23,353707
23,516735
23,519540
23,608458
23,526703
23,656635
23,599297
23,683168
22,797175
22,806191
22,759664
22,737927
22,614268
23,291567
23,126103
22,976437
23,192777
23,303084
22,811492
22,969248
22,818408
22,793191
22,509988
22,763387
22,790681
22,698213
22,658705
22,835427
22,772655
22,263186
22,040317
22,281006
22,746562
22,433306
22,364427
21,888521
22,035776
22,112249
22,282453
22,306129
22,507230
22,285525
22,392880
22,066021
22,329355
22,427141
22,545433
22,773521
23,524797
23,865806
23,027417
23,847442
23,278831
23,535109
23,203008
23,482466
23,919118
23,197350
